from,to,weight
bimetal,bimetallic strip,0.14285714285714285
bimetal,oxygen evolution,0.19047619047619047
energy transformation,electrochemical energy conversion,0.22727272727272727
nanosheet,oxygen evolution,0.13989637305699482
nanoclusters,oxygen evolution,0.18181818181818182
electrosynthesis,oxygen evolution,0.12903225806451613
photoelectrochemistry,photocurrent,0.18181818181818182
photoelectrochemistry,oxygen evolution,0.12121212121212122
electrolysis of water,oxygen evolution,0.28125
electrolysis of water,overpotential,0.125
ammonia production,electrolysis of water,0.25
ammonia production,oxygen evolution,0.125
overpotential,oxygen evolution,0.32989690721649484
differential pulse voltammetry,electrochemical gas sensor,0.15384615384615385
tin oxide,nickel oxide,0.12903225806451613
tin oxide,deposition,0.16129032258064516
electrochemical gas sensor,nanomaterials,0.136986301369863
nanocrystalline material,non-blocking i/o,0.20689655172413793
nafion,electrochemical gas sensor,0.125
nanomaterial-based catalyst,oxygen evolution,0.14893617021276595
nickel sulfide,cobalt sulfide,0.13636363636363635
cationic polymerization,oxygen evolution,0.15384615384615385
xanes,x-ray absorption spectroscopy,0.16666666666666666
methylene blue,degradation,0.16666666666666666
charge carrier,visible spectrum,0.1724137931034483
layered double hydroxides,oxygen evolution,0.18604651162790697
heteroatom,carbon fibers,0.20454545454545456
heteroatom,oxygen evolution,0.18181818181818182
oxygen evolution,overpotential,0.19002375296912113
molybdenum disulfide,nanosheet,0.15384615384615385
molybdenum disulfide,oxygen evolution,0.15384615384615385
rational design,oxygen evolution,0.3076923076923077
polysulfide,non-blocking i/o,0.1875
zeolitic imidazolate framework,imidazolate,0.3
prussian blue,oxygen evolution,0.23529411764705882
polypyrrole,non-blocking i/o,0.15789473684210525
pseudocapacitor,carbon fibers,0.15789473684210525
cobalt hydroxide,metal hydroxide,0.12280701754385964
energy density,power density,0.21428571428571427
noble metal,electrolysis of water,0.16521739130434782
noble metal,oxygen evolution,0.16521739130434782
noble metal,overpotential,0.12173913043478261
nanoflower,overpotential,0.13043478260869565
imidazolate,zeolitic imidazolate framework,0.2608695652173913
indium tin oxide,nickel oxide,0.3
bifunctional catalyst,layered double hydroxides,0.13333333333333333
bifunctional catalyst,overpotential,0.13333333333333333
bifunctional catalyst,oxygen evolution,0.2
exchange current density,overpotential,0.23809523809523808
chemical bath deposition,deposition,0.17391304347826086
hydrotalcite,layered double hydroxides,0.21428571428571427
power density,carbon fibers,0.1391304347826087
non-blocking i/o,nickel oxide,0.15657620041753653
bulk electrolysis,oxygen evolution,0.2
horizontal scan rate,non-blocking i/o,0.12
graphitic carbon nitride,carbon fibers,0.14705882352941177
nickel oxide,non-blocking i/o,0.2788104089219331
reversible hydrogen electrode,oxygen evolution,0.12962962962962962
x-ray absorption spectroscopy,oxygen evolution,0.2054794520547945
glassy carbon,electrochemical gas sensor,0.14814814814814814
electrochemical energy conversion,electrochemical energy storage,0.19696969696969696
electrochemical energy conversion,energy transformation,0.15151515151515152
electrochemical energy storage,electrochemical energy conversion,0.18571428571428572
copper oxide,nanomaterials,0.16666666666666666
copper oxide,nickel oxide,0.16666666666666666
alkaline water electrolysis,electrolysis of water,0.22905027932960895
alkaline water electrolysis,oxygen evolution,0.24022346368715083
template method pattern,specific surface area,0.2
cobalt sulfide,nickel sulfide,0.3333333333333333
exfoliation joint,nanosheet,0.12903225806451613
photodegradation,visible spectrum,0.13636363636363635
photodegradation,non-blocking i/o,0.13636363636363635
photodegradation,layered double hydroxides,0.13636363636363635
